team,date,elo,display_name,display_country
caps-united-fc-zimbabwe,2007-08-07,999.441067839471,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2007-09-04,989.13658185623,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2007-10-02,983.323834416814,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2007-11-06,988.189611840009,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2007-12-04,977.613728553097,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-01-01,982.434862707639,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-02-05,982.434862707639,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-03-04,982.434862707639,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-04-01,983.415815448663,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-05-06,988.023113716482,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-06-03,972.465701494176,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-07-01,977.139260934863,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-08-05,971.767582180898,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-09-02,976.427104750133,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-10-07,966.293305860816,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-11-04,971.810960650224,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2008-12-02,976.583204976679,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-01-06,973.603633376147,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-02-03,986.255082437374,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-03-03,998.299843713722,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-04-07,990.36204913489,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-05-05,1001.27625759521,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-06-02,1004.78461327077,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-07-07,1004.20835918703,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-08-04,998.428288763364,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-09-01,1008.50307884337,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-10-06,1018.6018584911,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-11-03,1018.6018584911,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2009-12-01,1020.52153929524,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-01-05,1020.52153929524,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-02-02,1020.52153929524,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-03-02,1025.97379513793,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-04-06,1041.36876388096,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-05-04,1024.29295428401,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-06-01,1045.98969734068,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-07-06,1045.27559954947,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-08-03,1026.26454195411,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-09-07,1028.31649752901,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-10-05,1040.97219616517,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-11-02,1039.68366125782,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2010-12-07,1042.64425306114,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-01-04,1042.05073973491,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-02-01,1042.05073973491,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-03-01,1042.05073973491,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-04-05,1049.77540490785,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-05-03,1051.45449460672,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-06-07,1039.94642030407,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-07-05,1040.36147079379,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-08-02,1026.89128605316,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-09-06,1025.91407005381,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-10-04,1031.18796885681,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-11-01,1039.40226773873,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2011-12-06,1036.11923893354,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-01-03,1036.11923893354,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-02-07,1036.11923893354,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-03-06,1036.11923893354,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-04-03,1035.25351936495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-05-01,1029.8141794795,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-06-05,1038.86158003972,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-07-03,1042.55442689372,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-08-07,1022.99148255528,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-09-04,1009.09215287448,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-10-02,1022.34664090264,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-11-06,1022.31434042824,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2012-12-04,1027.00598567492,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-01-01,1027.00598567492,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-02-05,1027.00598567492,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-03-05,1027.00598567492,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-04-02,1026.75244813686,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-05-07,1023.44645638067,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-06-04,1029.14452051856,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-07-02,1039.86587692037,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-08-06,1045.25934679245,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-09-03,1045.34336941125,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-10-01,1045.82141793379,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-11-05,1047.46759304118,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2013-12-03,1045.61087435466,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-01-07,1045.61087435466,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-02-04,1045.61087435466,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-03-04,1045.61087435466,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-04-01,1045.61087435466,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-05-06,1044.55547690724,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-06-03,1046.95546605878,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-07-01,1054.52022157872,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-08-05,1061.47972984316,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-09-02,1063.3379277833,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-10-07,1065.04794639997,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-11-04,1069.06632514588,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2014-12-02,1073.24600413473,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-01-06,1073.24600413473,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-02-03,1073.24600413473,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-03-03,1073.24600413473,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-04-07,1078.14596665099,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-05-05,1077.41736699034,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-06-02,1077.66913508729,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-07-07,1081.04104689721,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-08-04,1075.41834571339,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-09-01,1070.77871007487,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-10-06,1079.54769620317,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-11-03,1073.37778742888,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2015-12-01,1083.30470975789,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-01-05,1083.30470975789,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-02-02,1083.30470975789,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-03-01,1083.30470975789,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-04-05,1087.2143755822,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-05-03,1096.72997387233,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-06-07,1098.93976379642,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-07-05,1105.08451324591,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-08-02,1109.19711505634,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-09-06,1114.03187926435,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-10-04,1122.05724332318,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-11-01,1129.87360755443,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2016-12-06,1137.00072215274,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-01-03,1137.00072215274,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-02-07,1137.00072215274,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-03-07,1157.76709467954,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-04-04,1170.18647550769,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-05-02,1173.24879042023,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-06-06,1156.94000780135,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-07-04,1160.56519426732,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-08-01,1131.93821849429,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-09-05,1136.05008556947,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-10-03,1151.63305926566,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-11-07,1160.16293222408,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2017-12-05,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-01-02,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-01-09,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-01-16,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-01-23,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-01-30,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-02-06,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-02-13,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-02-20,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-02-27,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-03-06,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-03-13,1160.94104153495,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-03-20,1159.43353544296,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-03-27,1157.72410677636,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-04-03,1161.23603412764,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-04-10,1164.49111167428,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-04-17,1158.1600559839,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-04-24,1163.37793124545,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-05-01,1161.239599763,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-05-08,1159.57054165654,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-05-15,1154.00965963865,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-05-22,1153.47011591915,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-05-29,1160.56649307233,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-06-05,1153.5021891733,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-06-12,1156.63605374067,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-06-19,1159.81779042138,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-06-26,1159.81779042138,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-07-03,1159.81779042138,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-07-10,1158.53669735085,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-07-17,1156.7560590247,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-07-24,1157.28401772845,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-07-31,1157.28401772845,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-08-07,1157.28401772845,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-08-14,1160.72233380961,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-08-21,1159.07036255399,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-08-28,1152.87693790998,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-09-04,1156.10522551498,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-09-11,1156.10522551498,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-09-18,1159.00323508017,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-09-25,1159.00323508017,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-10-02,1152.85971922882,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-10-09,1152.85971922882,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-10-16,1147.80105819543,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-10-23,1141.83323372186,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-10-30,1135.30398188382,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-11-06,1138.30741233616,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-11-13,1138.30741233616,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-11-20,1131.45703292204,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-11-27,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-12-04,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-12-11,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-12-18,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2018-12-25,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-01-01,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-01-08,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-01-15,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-01-22,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-01-29,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-02-05,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-02-12,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-02-19,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-02-26,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-03-05,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-03-12,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-03-19,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-03-26,1130.03634495083,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-04-02,1133.57460831651,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-04-09,1133.06454686617,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-04-16,1133.06454686617,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-04-23,1136.82236584621,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-04-30,1140.23334905734,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-05-07,1144.10894800081,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-05-14,1148.14053071128,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-05-21,1145.09175359767,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-05-28,1148.71836571041,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-06-04,1143.64270102403,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-06-11,1137.34107017335,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-06-18,1135.79087345892,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-06-25,1135.79087345892,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-07-02,1135.79087345892,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-07-09,1129.96031480769,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-07-16,1133.53781079664,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-07-23,1133.5484007473,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-07-30,1128.23322807858,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-08-06,1128.87821270527,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-08-13,1132.43496748734,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-08-20,1136.9468761725,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-08-27,1130.56879638181,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-09-03,1132.84846903524,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-09-10,1132.84846903524,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-09-17,1132.84846903524,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-09-24,1136.6921297685,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-10-01,1136.6921297685,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-10-08,1144.71625695214,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-10-15,1148.24295209112,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-10-22,1148.24295209112,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-10-29,1143.06794336208,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-11-05,1135.21374058064,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-11-12,1135.21374058064,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-11-19,1137.98175711846,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-11-26,1142.99081360181,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-12-03,1142.99081360181,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-12-10,1142.99081360181,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-12-17,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-12-24,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2019-12-31,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-01-07,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-01-14,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-01-21,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-01-28,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-02-04,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-02-11,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-02-18,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-02-25,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-03-03,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-03-10,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-03-17,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-03-24,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-03-31,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-04-07,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-04-14,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-04-21,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-04-28,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-05-05,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-05-12,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-05-19,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-05-26,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-06-02,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2020-06-09,1133.18589958263,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2021-11-09,1132.29787541211,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2021-11-16,1132.29787541211,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2021-11-23,1132.29787541211,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2021-11-30,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2021-12-07,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2021-12-14,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2021-12-21,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2021-12-28,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-01-04,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-01-11,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-01-18,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-01-25,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-02-01,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-02-08,1131.13824609708,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-02-15,1130.00153177668,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-02-22,1129.75679068431,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-03-01,1123.61509781705,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-03-08,1126.8139155101,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-03-15,1130.10922201265,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-03-22,1129.5428110625,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-03-29,1133.56747579801,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-04-05,1127.05251489362,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-04-12,1130.69562751107,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-04-19,1130.69562751107,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-04-26,1125.2949001603,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-05-03,1118.86169448665,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-05-10,1114.52933591355,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-05-17,1109.88039739639,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-05-24,1109.88039739639,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-05-31,1103.77375312366,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-06-07,1099.09230982616,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-06-14,1099.09230982616,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-06-21,1099.09230982616,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-06-28,1093.30220767043,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-07-05,1097.45436593675,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-07-12,1096.76208578228,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-07-19,1096.73617265007,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-07-26,1096.0239122049,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-08-02,1099.41552322743,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-08-09,1099.41552322743,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-08-16,1102.88799888838,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-08-23,1102.88799888838,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-08-30,1097.713515299,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-09-06,1097.15216515509,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-09-13,1095.72076926176,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-09-20,1095.72076926176,Caps United,Zimbabwe
caps-united-fc-zimbabwe,2022-09-27,1089.77496991832,Caps United,Zimbabwe
